ACT composite score,SAT total score,parental level of education,parental income,high school gpa,college gpa,years to graduate
25,1846,some college,63036,3.3,3.1,6
26,1915,associate's degree,90091,3.5,3.3,6
28,2021,some college,66248,3.8,3.6,3
29,1922,high school,71229,3.8,3.5,4
33,2256,master's degree,85265,4,3.7,4
26,1937,high school,51723,3.4,3.3,5
28,2013,bachelor's degree,97107,4,3.5,4
27,1985,some high school,25642,3.6,3.1,5
28,1907,bachelor's degree,77452,3.6,3.3,4
29,2043,some college,67998,3.7,3.3,4
26,2030,some college,81433,3.6,3.7,5
27,1987,some college,94595,3.7,3.5,6
29,2133,some college,43897,4,3.6,6
27,2015,some college,45247,3.9,3.2,9
26,1829,some high school,21874,3.3,3.1,7
28,2032,bachelor's degree,65940,4,3.6,3
29,1960,some college,82533,3.7,3.2,5
28,2006,bachelor's degree,69486,3.8,3.4,6
27,1946,associate's degree,60712,3.7,3.4,5
26,1859,associate's degree,74960,3.3,3.6,3
28,1913,high school,62699,3.5,3.1,5
26,1826,high school,71787,3.2,3.3,4
35,2160,associate's degree,66293,4,3.5,4
27,1981,some college,74345,3.5,3.5,3
26,1905,some college,50721,3.5,3.3,4
30,2089,some college,78835,4,3.3,5
30,2170,some college,80632,4,3.7,7
31,2077,associate's degree,73035,3.9,3.3,4
35,2262,some college,80813,4,3.7,4
27,1991,some high school,52400,3.7,3.6,3
28,1958,high school,78541,3.5,3.5,4
32,2166,some college,69274,4,3.3,7
24,1656,some high school,75038,3,3.2,4
33,2286,some college,93133,4,3.9,3
30,2042,some college,62606,3.9,3.2,4
33,2275,master's degree,56879,4,3.4,4
24,1774,associate's degree,64454,3.2,3.4,3
29,2071,master's degree,104101,4,3.5,7
30,1953,high school,54625,3.7,3.3,5
32,2187,master's degree,109696,4,3.3,8
29,1976,some college,79706,3.8,3.3,4
26,1825,some high school,45136,3.3,3,5
32,2180,some college,77410,4,3.9,4
26,1928,some high school,57314,3.5,3.3,4
28,1847,some college,89673,3.4,3.2,7
28,2062,high school,103053,3.8,3.7,4
27,1852,associate's degree,77267,3.3,3.2,6
28,2176,some college,38265,4,3.2,7
30,2070,some high school,40704,3.9,3.1,7
28,1921,some high school,47406,3.6,3.5,6
31,2153,bachelor's degree,93777,4,3.9,3
33,2363,master's degree,90923,4,3.4,8
28,2067,associate's degree,95519,3.8,3.7,7
29,2037,some high school,40222,3.9,3.4,6
30,1974,high school,87892,3.8,3.5,4
28,1896,some high school,58778,3.5,3.3,7
30,2197,some college,45934,4,3.3,5
29,2017,associate's degree,63104,3.6,3.3,4
29,2094,some college,47461,3.9,2.9,6
30,1953,some high school,57842,3.9,3.4,4
29,2114,associate's degree,67364,4,3.5,6
24,1795,some college,91755,3.2,3.6,3
30,2028,high school,54270,3.9,3.5,6
30,1960,high school,47157,3.7,3.1,6
33,2266,high school,63376,4,3.5,4
23,1769,some high school,67244,3.1,3,8
30,2040,associate's degree,76656,3.9,3.2,5
29,1944,high school,54734,3.7,3.5,3
28,2075,master's degree,104134,3.7,3.4,6
30,2131,some college,55323,4,3.5,5
24,1820,some high school,59234,3.3,3.2,4
34,2164,some college,55031,4,3.3,5
29,2070,some college,59411,3.9,3.3,4
27,1939,some high school,70368,3.7,3.6,4
29,2028,some college,60301,3.8,3.3,4
28,2049,high school,72338,3.7,3.5,4
30,2152,associate's degree,86630,4,3.5,4
32,2231,bachelor's degree,95738,4,3.6,7
25,1911,bachelor's degree,91021,3.4,3.2,5
35,2349,bachelor's degree,95428,4,3.6,4
29,2033,some college,74280,3.8,3.5,4
29,2009,associate's degree,70572,3.7,3.3,5
34,2170,high school,94873,4,3.6,5
31,2155,some college,75803,4,3.6,4
24,1710,high school,45876,3,3.1,7
26,1907,some college,71686,3.4,3.3,4
29,2031,associate's degree,54155,3.8,3.6,3
23,1714,some college,72493,3.1,3.5,7
27,1943,some high school,53883,3.5,3.1,5
28,1915,high school,52172,3.6,3,5
24,1791,some college,73208,3.2,3.4,3
31,2185,bachelor's degree,53101,4,3.2,5
30,2103,associate's degree,84702,4,3.7,4
29,1976,some high school,46576,3.8,3.4,8
30,2045,bachelor's degree,80453,3.8,3.4,6
27,1947,high school,69237,3.6,3.4,4
26,1912,some college,44222,3.5,3,6
28,2013,high school,47714,3.7,3.5,4
29,2109,master's degree,82533,4,3.3,5
30,1979,associate's degree,62656,3.8,3.3,4
29,2003,some college,62130,3.7,3.1,9
22,1670,some high school,43646,2.9,3,5
33,2211,some college,45540,4,3.2,6
22,1754,some college,80814,3.1,3.4,4
28,2010,bachelor's degree,102500,3.6,3.4,4
29,1962,some high school,56163,3.7,3.2,4
24,1681,some college,115688,3.1,3.6,5
29,2038,associate's degree,60263,4,3.6,3
29,2001,some high school,73078,3.6,3.4,5
29,2063,some high school,51643,3.7,3.4,4
27,1956,some high school,54068,3.5,3.1,5
31,2007,some college,83795,4,3.7,4
33,2234,high school,84385,4,3.4,5
27,1793,bachelor's degree,60188,3.5,3.4,4
29,1992,master's degree,101608,3.8,3.5,5
30,2165,master's degree,107116,4,3.8,3
26,1929,some college,78943,3.5,3.4,5
27,1883,some high school,44930,3.5,3.2,5
25,1873,some college,87167,3.3,3.3,4
30,2194,bachelor's degree,65955,4,3.5,6
29,1981,associate's degree,92873,3.7,3.2,5
30,2010,some high school,60845,3.9,3.1,5
26,1766,high school,45113,3.2,3.2,5
26,1845,high school,66424,3.5,2.9,7
31,2068,master's degree,89470,4,3.4,4
30,2047,bachelor's degree,71661,3.9,3.4,4
27,1901,some college,61247,3.6,3.2,7
30,2014,some college,60688,3.9,3.2,4
24,1791,some high school,47363,3.2,3,9
25,1821,some high school,53025,3.4,3.3,4
30,2080,high school,77936,3.9,3.6,4
29,2070,some college,83209,3.9,3.6,3
28,2122,some college,73241,3.9,3.7,6
28,1920,high school,44141,3.6,3.4,6
28,1899,bachelor's degree,92291,3.6,3.3,4
27,1952,bachelor's degree,87183,3.7,3.4,4
30,2055,some college,52172,4,3.2,5
30,1997,some high school,54608,3.8,3.4,4
27,1971,some college,81217,3.7,3.4,8
28,1959,associate's degree,56864,3.5,3.4,8
31,2006,associate's degree,70647,4,3.5,4
30,1966,high school,58745,3.8,3.1,5
31,2122,high school,65893,4,3.5,5
29,2070,master's degree,76545,3.9,3.2,8
26,1879,some college,58683,3.4,3.2,6
29,2017,some college,59494,3.8,3.3,5
28,1980,high school,54130,3.7,3.3,5
29,1997,some high school,38544,3.8,3.4,5
25,1870,high school,55060,3.3,3.2,6
29,1943,bachelor's degree,69407,3.6,3.3,4
34,2166,some college,77491,4,3.5,4
27,2077,some college,55044,3.8,3.3,4
28,2014,high school,53155,3.8,3.3,6
28,1856,some high school,64952,3.5,3.3,5
23,1763,associate's degree,75379,3,3.5,3
29,2049,associate's degree,69963,3.9,3.4,4
29,2050,associate's degree,71605,4,3.5,4
31,2002,some high school,64052,3.9,3.7,3
28,2071,some college,66341,3.9,3.6,4
29,1920,some high school,47982,3.5,3.5,4
31,2146,bachelor's degree,60520,4,3.2,4
32,2301,associate's degree,53047,4,3.2,9
26,1802,some college,58943,3.3,3.3,6
32,2005,associate's degree,74759,3.9,3.3,8
26,2028,high school,63475,3.6,3.3,4
27,1932,some college,74251,3.8,3.3,4
26,1827,some college,79898,3.4,3.3,8
29,2030,high school,64014,3.8,3.5,5
29,1962,high school,41599,3.8,3.4,5
27,1948,some high school,65394,3.5,3,5
26,1923,some college,69995,3.7,3.4,4
30,2108,bachelor's degree,95957,4,3.6,7
32,2178,some college,64227,4,3.4,4
33,2131,associate's degree,70722,4,3.4,5
30,1967,high school,69756,3.9,3.3,5
30,2161,bachelor's degree,58464,4,3.6,3
29,2085,some high school,35666,3.8,3.2,5
31,2121,associate's degree,65252,4,3.4,4
29,1957,some college,81480,3.6,3.4,4
31,2150,some college,83801,4,3.3,5
27,1929,associate's degree,84028,3.7,3.5,4
29,1940,some high school,39784,3.5,3.2,5
29,1883,high school,46723,3.6,3.4,5
30,2058,some college,52234,3.9,3.4,6
27,1985,bachelor's degree,61127,3.7,3.3,4
28,1950,some college,88413,3.6,3.8,6
33,2153,associate's degree,84053,4,3.4,5
29,2055,master's degree,92621,3.7,3.5,4
27,1862,high school,59223,3.5,3.5,5
33,2098,high school,46631,4,3.2,7
28,2015,some college,78006,3.9,3.5,5
26,1803,associate's degree,78127,3.3,3.2,4
33,2093,some college,83949,4,3.5,4
26,1880,some college,61731,3.5,2.9,8
30,2024,associate's degree,76556,3.9,3.5,8
34,2290,bachelor's degree,69763,4,3.8,3
29,1842,high school,57243,3.5,3.6,3
21,1668,some college,68928,3,3.2,8
28,1978,some college,62133,3.6,3.3,4
27,1897,associate's degree,93238,3.6,3.4,4
34,2230,associate's degree,74141,4,3.6,4
29,2044,associate's degree,75347,3.9,3.3,9
27,1943,associate's degree,50572,3.5,3.3,6
32,2373,bachelor's degree,67042,4,3.6,6
28,1983,associate's degree,83576,3.8,3.6,5
30,2173,some college,79050,4,3.7,3
27,1939,associate's degree,61319,3.5,3.6,4
31,2081,some college,63811,4,3.6,3
28,1942,some college,75821,3.6,3.2,5
31,2103,associate's degree,56336,4,3.6,6
22,1713,some high school,39117,3.1,3.1,5
31,2060,master's degree,76805,4,3.5,4
28,1969,high school,33167,3.7,3.3,5
26,1901,associate's degree,62874,3.4,3.2,5
24,1784,some high school,44110,3.3,3.3,5
26,2005,some college,92437,3.6,3.3,4
32,2254,some college,74530,4,3.8,3
29,2060,bachelor's degree,71045,4,3.3,4
24,1779,some high school,27195,3.2,2.9,5
29,2032,associate's degree,72603,3.8,3.5,7
26,1898,some high school,55280,3.4,3.5,4
22,1636,some high school,25170,2.8,3.2,4
36,2349,master's degree,94941,4,3.8,4
27,1950,some high school,37507,3.7,3.2,5
27,1905,high school,47283,3.5,3.4,5
25,1806,some college,59634,3.4,2.8,5
28,1927,associate's degree,68486,3.5,3.5,3
31,2128,associate's degree,69369,4,3.6,5
28,1887,associate's degree,53147,3.5,3.4,4
27,1885,high school,61202,3.4,3.5,4
31,2006,some high school,55543,3.9,3.3,4
29,1974,bachelor's degree,98498,3.8,3.7,5
27,1966,associate's degree,56532,3.7,3.4,6
26,1936,bachelor's degree,88339,3.7,3.4,4
28,2008,master's degree,101667,3.8,3.6,4
28,2080,some college,62660,3.8,3.5,3
26,1945,some high school,53887,3.6,3.3,4
30,2038,high school,72699,3.8,3.7,4
33,2233,some college,64830,4,3.4,4
28,1975,some college,58102,3.9,3.3,5
26,1896,some college,64773,3.5,3.3,4
32,2113,master's degree,106897,4,3.6,6
32,2113,some college,85123,4,3.5,8
29,2074,associate's degree,81781,4,3.6,7
26,2004,some college,75700,3.8,3.3,6
29,2074,high school,56629,3.8,3.2,5
28,1902,high school,37712,3.5,3.4,4
25,1894,some high school,69216,3.4,3.5,4
29,2117,bachelor's degree,84443,4,3.6,4
26,1812,some high school,47982,3.3,2.9,6
28,2064,some college,86535,3.7,3.3,5
25,1837,some college,44419,3.3,2.8,7
32,2068,some high school,43374,4,3.4,5
23,1700,some high school,53010,3,3.4,3
23,1724,associate's degree,56159,3.1,3.4,3
31,2118,some college,55435,3.9,3.3,6
27,1866,some college,62449,3.6,3.2,4
30,2050,bachelor's degree,80116,4,3.3,4
26,1894,some high school,39209,3.4,2.8,6
29,1992,some high school,46720,3.8,3.4,7
28,1932,some college,98853,3.7,3.4,5
32,2163,associate's degree,79239,4,3.4,8
29,2110,bachelor's degree,95037,4,3.6,8
27,1815,associate's degree,107965,3.5,3.5,5
30,1976,some college,85863,3.7,3.6,3
27,2082,high school,35422,3.8,3.2,5
30,2138,associate's degree,41870,4,3.2,8
25,1778,high school,68747,3.3,3.2,4
29,1952,some high school,32585,3.8,3.1,7
32,2323,bachelor's degree,84185,4,3.8,3
30,1961,high school,48029,3.7,3.2,9
29,2038,bachelor's degree,80690,3.8,3.4,4
30,2064,master's degree,100118,4,3.6,4
25,1832,associate's degree,82858,3.3,3.6,4
33,2141,associate's degree,82646,4,3.8,3
33,2198,bachelor's degree,44628,4,3.5,8
24,1741,high school,50571,3.2,3.3,5
30,1923,master's degree,103230,3.7,3.5,4
30,1953,high school,67497,3.7,3.5,4
28,1930,high school,56920,3.8,3.3,7
32,2292,master's degree,99731,4,3.8,4
31,2101,master's degree,100206,4,3.6,4
28,2022,bachelor's degree,79434,3.8,3.1,8
29,1995,some high school,24142,3.8,3.2,5
27,1929,high school,86972,3.5,3.4,4
31,2112,high school,28958,3.9,3.4,5
26,2014,master's degree,54737,3.6,3.2,8
29,2028,associate's degree,82742,3.9,3.8,5
34,2169,high school,99439,4,3.9,6
32,2129,high school,35550,4,3,8
31,2128,associate's degree,46683,4,3.2,6
33,2153,associate's degree,91036,4,3.5,7
28,1965,high school,53758,3.7,3.5,6
29,2077,associate's degree,98300,3.9,3.5,4
31,2000,high school,63398,3.9,3.7,3
31,1920,some high school,33588,3.8,3.1,8
31,2130,some college,80409,4,3.7,3
33,2300,associate's degree,91228,4,3.7,6
27,1851,some college,61197,3.4,3.4,3
34,2278,associate's degree,65640,4,3.6,4
24,1742,some college,55945,3.1,3,4
28,1973,some college,68496,3.6,3.4,6
29,1966,high school,57819,3.8,3.3,4
31,1975,high school,61738,3.8,3.7,5
35,2318,master's degree,107205,4,3.7,4
29,2103,associate's degree,97047,4,3.6,4
27,2025,associate's degree,75995,3.9,3.5,4
27,1970,some college,62134,3.6,3.5,4
27,1951,high school,65575,3.6,3.4,6
31,2123,high school,63614,4,3.3,5
30,2063,master's degree,112944,4,3.9,3
28,2017,high school,41493,3.7,3.3,7
32,2170,master's degree,107128,4,3.7,4
26,1789,high school,70345,3.2,3.4,4
26,1938,bachelor's degree,82419,3.6,3.6,5
31,2129,associate's degree,74572,4,3.4,9
30,2037,associate's degree,62647,3.9,3.1,6
28,2000,some college,56285,3.8,3,6
30,1944,some college,56013,3.7,3.5,3
25,1833,some high school,39380,3.3,2.9,6
30,2153,bachelor's degree,98884,4,3.4,8
29,2058,some college,85372,3.9,3.4,4
28,1997,associate's degree,78872,3.7,3.4,6
30,2069,high school,18423,4,3.3,9
27,1919,associate's degree,63068,3.5,3.5,3
30,2081,associate's degree,72278,3.9,3.7,3
30,2167,bachelor's degree,79351,4,3.7,6
31,2080,associate's degree,76490,4,3.9,5
31,2192,some high school,66161,4,3.8,3
26,1755,some college,75627,3.2,3,5
30,2065,some high school,49878,3.9,3.3,8
34,2290,high school,82041,4,3.5,5
29,1952,associate's degree,62362,3.8,3.6,3
28,1758,some high school,35099,3.4,3,6
24,1955,some high school,49328,3.5,3,6
26,1854,high school,55223,3.5,3.6,5
30,2057,bachelor's degree,73463,4,3.4,8
33,2099,some high school,92928,4,3.8,5
32,2224,master's degree,63398,4,3.6,4
29,1981,bachelor's degree,72898,3.8,3.3,4
24,1839,bachelor's degree,50367,3.4,3.3,3
27,1979,associate's degree,85382,3.8,3.5,6
28,2007,bachelor's degree,79891,3.6,3.3,4
24,1616,some high school,28094,3,3.1,4
29,1996,associate's degree,85685,3.9,3.7,4
33,2245,associate's degree,64061,4,3.8,3
23,1724,some high school,38091,3,3.1,8
27,1972,bachelor's degree,67794,3.7,3.3,4
29,1960,some high school,63270,3.8,3.3,4
34,2179,associate's degree,50575,4,3.2,6
27,1809,some high school,69604,3.3,3.1,4
32,2116,associate's degree,87159,4,3.4,9
25,1785,some college,68492,3.3,3.6,4
29,1923,high school,67097,3.6,3.3,4
30,2097,high school,38709,3.9,3.5,6
30,2014,some college,56873,3.9,3.1,9
30,2192,bachelor's degree,95879,4,3.6,5
26,1816,high school,63506,3.4,3.2,4
30,2070,associate's degree,53722,4,3,5
31,2125,associate's degree,63442,4,3.7,4
30,2082,master's degree,88192,3.9,3.3,6
29,1967,associate's degree,42948,3.8,3.4,9
29,2063,bachelor's degree,78800,3.9,3.3,7
27,1935,some college,67666,3.4,3.2,4
25,1839,some high school,61118,3.2,3.1,7
31,2089,some high school,56312,3.8,3.4,4
29,2121,associate's degree,89348,3.9,3.8,3
29,2030,high school,63254,3.8,3.5,5
32,2127,some college,86086,4,3.5,4
28,2079,some college,65574,3.9,3.2,9
32,2201,associate's degree,72482,4,3.5,4
31,2039,some college,58682,3.9,3.4,6
27,1851,associate's degree,83850,3.3,3.5,3
28,1942,some college,67136,3.6,3.3,4
30,2223,bachelor's degree,88701,4,3.5,4
26,1755,some high school,62702,3.2,3.3,5
30,2137,some college,48001,4,3.1,7
29,2029,high school,40718,3.7,3.5,5
28,1973,some college,67684,3.6,3.3,4
27,1929,some high school,19771,3.6,3,6
27,1941,some high school,55758,3.6,3.4,4
30,1994,associate's degree,62935,4,3.3,4
30,1905,high school,50905,3.7,3.5,3
33,2254,high school,57636,4,3.6,4
24,1782,some college,57001,3.1,2.9,5
27,1956,some high school,40434,3.6,3.5,4
27,2014,some high school,9934,3.7,2.8,8
27,1891,some high school,57360,3.5,3.1,6
33,2145,associate's degree,84598,4,3.9,3
28,1884,associate's degree,68601,3.6,3.3,6
30,2067,some college,90286,4,3.7,4
27,2010,some college,86372,3.9,3.6,4
24,1679,some high school,4945,3,2.8,6
30,2143,some college,68751,3.9,3.8,3
29,2061,some college,51710,3.8,3.2,4
27,1875,associate's degree,83676,3.5,3.2,6
28,1916,bachelor's degree,66893,3.7,3.4,4
31,2080,some high school,39219,4,3.7,4
24,1826,bachelor's degree,65984,3.3,3.1,5
31,2196,bachelor's degree,93491,4,3.7,4
29,2059,high school,56861,3.8,3.7,5
27,1964,associate's degree,91202,3.6,3.3,7
27,2010,some college,97721,3.9,3.4,4
31,2112,high school,70111,3.9,3.4,4
27,1883,associate's degree,71654,3.5,3.5,3
29,2069,some high school,66340,3.9,3.3,5
27,1935,associate's degree,69673,3.5,3,5
26,1957,high school,50645,3.5,3.4,5
25,1887,associate's degree,78056,3.3,3.4,5
23,1760,some college,78685,3.2,3,5
30,2011,high school,73834,3.9,3.5,6
27,1938,associate's degree,55755,3.7,3.1,5
32,2137,associate's degree,83750,4,3.4,5
28,2000,associate's degree,103769,3.8,3.1,6
29,2172,some college,69572,4,3.5,6
26,1886,some college,86687,3.4,3.3,4
29,2029,bachelor's degree,75709,3.8,3.4,6
27,1868,associate's degree,52738,3.3,3.3,3
27,1977,some college,53820,3.8,3.4,4
30,2066,high school,65218,3.8,3.4,4
31,2022,associate's degree,72100,4,3,7
28,1881,associate's degree,88081,3.4,3.3,4
30,2060,some college,46006,4,3.3,5
31,2180,master's degree,84856,4,3.9,3
24,1869,associate's degree,67007,3.4,3.4,5
26,1879,some college,74206,3.4,3.5,6
27,1848,high school,48516,3.4,3.2,7
30,2058,some high school,67373,3.9,3.4,4
29,2020,associate's degree,78485,3.9,3.6,6
30,2059,high school,77740,3.8,3.5,6
28,2119,associate's degree,66740,4,3.4,4
34,2125,associate's degree,62265,4,3.5,6
28,1946,associate's degree,64821,3.7,3.1,7
32,2114,master's degree,71407,4,3.7,5
28,1976,some high school,51826,3.5,3.6,7
28,1853,high school,61923,3.5,3.2,4
31,2092,high school,39548,3.9,3.3,6
28,2036,master's degree,86645,3.8,3.6,4
27,1875,high school,76794,3.3,2.9,6
31,2017,high school,56224,3.9,3.4,6
32,2177,bachelor's degree,96896,4,3.9,5
29,2023,associate's degree,82007,3.8,3.7,4
26,1834,some high school,48029,3.4,3.2,5
29,2006,some high school,10618,3.7,3.1,5
26,1752,associate's degree,72104,3.3,3.2,4
26,1882,some college,86572,3.6,3.4,4
29,2068,some college,51423,3.8,3.3,4
25,1906,some college,58176,3.3,3.5,3
26,1928,some college,63724,3.5,3,6
28,1964,high school,36950,3.7,3.1,5
31,2042,associate's degree,96253,4,3.5,5
26,1975,some college,100669,3.7,3.6,7
27,1927,some college,74744,3.7,3.3,4
27,1922,some college,80908,3.6,3.6,4
30,2032,associate's degree,63698,3.8,3.6,3
29,2117,high school,72860,3.9,3.7,5
23,1708,high school,53438,2.9,3.2,4
28,1957,some high school,42762,3.8,3.2,5
29,1993,some high school,44404,3.9,2.8,7
28,2016,some college,87796,3.8,3.8,4
26,1822,some high school,48426,3.2,3.1,5
29,1972,some college,74595,3.7,3.3,5
32,2297,master's degree,100304,4,3.7,4
32,2115,associate's degree,76758,4,3.2,5
28,1949,some high school,44409,3.6,3.2,5
29,1995,some high school,42422,3.7,3.2,7
29,2142,associate's degree,87300,4,3.5,7
29,1929,high school,72800,3.7,3.4,5
27,1865,high school,57966,3.5,3.2,4
29,2028,high school,83866,3.9,3.7,5
26,1782,some high school,50967,3.2,3.3,6
27,1971,bachelor's degree,106083,3.6,3.4,4
26,1825,high school,40519,3.2,3.5,4
27,1919,high school,35306,3.6,3.3,5
29,2092,high school,50275,3.9,3.4,4
31,2086,associate's degree,71779,4,3.2,7
31,2100,some high school,70962,4,3.5,5
29,1885,some high school,0,3.6,3.1,5
29,1921,high school,85999,3.7,3.6,7
26,1729,high school,50860,3.2,3.4,7
29,1955,some high school,100240,3.7,3.8,3
33,2075,high school,45954,4,3.7,5
28,1956,high school,54462,3.6,3.5,3
29,2062,associate's degree,45852,4,3.4,5
28,1970,some college,69539,3.6,3.4,4
29,2067,bachelor's degree,71489,4,3.5,4
27,1836,associate's degree,79377,3.3,3.5,5
29,1972,associate's degree,74670,3.8,3.4,4
23,1701,some high school,36161,3.1,3,5
27,1808,some high school,42264,3.6,3.1,6
