gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group B,associate's degree,free/reduced,none,84,84,74
male,group C,bachelor's degree,standard,none,72,55,56
female,group A,some college,standard,none,52,64,61
female,group D,master's degree,free/reduced,none,43,54,62
male,group D,master's degree,free/reduced,none,69,68,71
female,group C,some college,standard,none,52,62,63
male,group E,some high school,standard,none,64,63,62
male,group B,some high school,standard,completed,74,60,67
female,group C,bachelor's degree,free/reduced,none,64,64,68
female,group D,high school,free/reduced,completed,52,60,66
female,group A,high school,standard,none,38,51,48
male,group A,associate's degree,standard,none,75,65,63
female,group C,associate's degree,free/reduced,completed,77,92,98
female,group A,associate's degree,free/reduced,completed,44,57,59
male,group C,master's degree,standard,none,77,66,68
female,group D,high school,standard,completed,75,85,89
male,group C,associate's degree,standard,none,60,53,53
female,group D,some high school,standard,none,59,75,70
female,group B,associate's degree,standard,none,45,54,57
male,group B,associate's degree,free/reduced,none,53,42,39
male,group D,bachelor's degree,standard,none,59,57,60
female,group B,some high school,standard,none,70,80,81
female,group C,associate's degree,standard,none,60,66,64
female,group C,some college,standard,none,73,92,92
female,group D,high school,free/reduced,none,65,84,81
female,group D,some college,standard,none,71,77,78
female,group C,high school,standard,completed,83,93,90
male,group B,high school,standard,none,40,41,38
male,group E,associate's degree,standard,completed,100,100,94
male,group C,high school,free/reduced,none,48,49,39
female,group D,some high school,free/reduced,completed,56,72,76
female,group D,some college,standard,none,65,78,73
female,group C,some high school,free/reduced,completed,39,53,55
male,group D,some college,standard,none,71,72,73
female,group C,some high school,standard,completed,48,61,61
female,group C,some college,standard,none,62,69,64
male,group B,high school,free/reduced,none,66,70,63
female,group A,associate's degree,standard,none,75,86,92
male,group E,some college,free/reduced,completed,71,60,61
female,group B,some high school,standard,none,47,59,55
male,group D,bachelor's degree,standard,completed,90,86,85
male,group D,associate's degree,standard,completed,75,75,73
female,group B,associate's degree,free/reduced,none,70,84,83
female,group D,some high school,standard,completed,66,77,73
male,group D,associate's degree,standard,none,83,85,76
female,group E,associate's degree,standard,none,82,65,73
male,group C,some college,standard,none,74,71,69
male,group C,associate's degree,standard,none,78,75,72
male,group D,some college,standard,completed,86,83,84
male,group B,some high school,free/reduced,completed,54,49,43
male,group C,some college,standard,none,71,70,64
male,group B,some college,standard,none,92,88,80
male,group D,high school,free/reduced,none,35,36,29
female,group D,associate's degree,standard,completed,69,82,85
female,group D,some college,free/reduced,completed,43,54,63
female,group C,high school,standard,none,80,89,90
female,group C,high school,standard,none,52,65,65
female,group E,bachelor's degree,standard,completed,73,88,90
female,group A,some college,free/reduced,none,60,76,72
male,group A,some high school,standard,completed,68,62,61
male,group C,associate's degree,free/reduced,none,61,72,61
male,group C,some college,standard,completed,72,76,76
female,group E,some high school,standard,none,78,80,85
female,group D,associate's degree,standard,none,76,77,77
female,group C,master's degree,free/reduced,none,70,83,81
female,group C,some college,free/reduced,none,35,52,42
female,group C,associate's degree,standard,none,68,75,81
male,group B,some college,standard,none,85,71,72
female,group B,some high school,free/reduced,none,25,36,34
male,group B,associate's degree,free/reduced,none,67,72,67
female,group B,some high school,standard,none,50,53,46
female,group B,high school,standard,none,60,63,63
male,group A,high school,standard,none,58,63,60
male,group C,some high school,standard,none,75,68,55
male,group D,master's degree,standard,none,70,73,69
male,group D,some college,standard,none,92,77,80
female,group D,high school,standard,completed,77,85,87
female,group E,high school,free/reduced,none,81,87,87
female,group C,associate's degree,standard,none,68,64,71
male,group E,associate's degree,standard,none,96,99,93
male,group C,high school,free/reduced,none,55,54,51
male,group D,some high school,free/reduced,none,43,42,40
male,group D,high school,standard,none,67,72,61
male,group A,high school,standard,none,65,62,61
female,group D,some high school,free/reduced,none,40,59,60
male,group C,some high school,standard,none,58,56,49
male,group B,some college,standard,none,78,77,68
female,group D,some college,standard,none,60,66,75
male,group A,high school,standard,none,61,59,49
male,group D,bachelor's degree,standard,none,88,78,85
female,group B,some college,standard,none,41,46,50
male,group B,bachelor's degree,standard,none,62,47,50
female,group B,associate's degree,standard,none,90,89,96
male,group D,some high school,standard,none,44,29,33
male,group E,associate's degree,standard,none,75,64,58
male,group D,some college,standard,completed,82,80,80
male,group B,some college,free/reduced,none,46,53,44
female,group B,some high school,standard,none,69,79,74
male,group D,associate's degree,standard,none,88,75,71
female,group C,associate's degree,standard,none,53,62,62
male,group D,some high school,free/reduced,completed,60,59,56
female,group D,associate's degree,free/reduced,none,56,72,71
female,group B,some high school,standard,completed,66,77,75
male,group D,some high school,free/reduced,completed,78,78,71
male,group B,associate's degree,standard,none,93,87,83
female,group C,some college,standard,none,49,62,57
male,group E,some college,standard,completed,86,80,82
male,group D,some high school,free/reduced,none,56,41,50
female,group C,bachelor's degree,free/reduced,none,44,62,56
female,group E,bachelor's degree,standard,none,74,87,85
male,group B,high school,standard,none,64,65,52
male,group A,associate's degree,standard,none,63,69,55
male,group B,some college,free/reduced,none,81,76,73
male,group D,some college,free/reduced,completed,83,90,84
female,group E,high school,standard,completed,94,92,91
female,group C,high school,standard,completed,69,75,72
female,group B,some high school,standard,none,42,53,51
female,group B,high school,standard,none,52,58,55
female,group B,bachelor's degree,free/reduced,none,37,53,53
female,group C,bachelor's degree,standard,none,79,81,83
female,group D,some college,standard,none,72,86,81
male,group B,high school,standard,none,73,78,71
male,group D,some college,free/reduced,none,53,46,45
female,group D,master's degree,free/reduced,none,33,48,50
male,group C,some college,standard,completed,51,56,55
male,group B,master's degree,free/reduced,completed,69,71,73
female,group C,associate's degree,standard,none,83,88,90
male,group B,associate's degree,standard,none,71,71,65
female,group D,associate's degree,standard,none,61,63,69
male,group E,associate's degree,free/reduced,none,92,76,82
female,group B,some college,standard,none,84,89,91
male,group C,some college,free/reduced,none,37,42,31
male,group C,associate's degree,standard,completed,91,87,86
male,group C,bachelor's degree,standard,none,80,76,81
male,group D,bachelor's degree,standard,none,67,66,63
male,group E,high school,standard,none,85,64,59
female,group C,some college,standard,none,65,69,64
male,group C,high school,standard,completed,73,67,68
female,group D,associate's degree,standard,none,64,74,70
female,group B,associate's degree,standard,completed,60,58,59
female,group D,some high school,standard,none,58,53,60
female,group E,some college,standard,completed,92,95,96
male,group A,some college,standard,none,90,83,85
female,group E,high school,standard,completed,86,100,99
female,group C,some college,free/reduced,completed,60,81,76
female,group D,associate's degree,free/reduced,none,36,56,59
male,group E,associate's degree,standard,none,46,40,34
male,group D,associate's degree,standard,none,70,58,55
female,group C,high school,standard,completed,46,58,54
female,group D,some college,free/reduced,none,64,74,65
male,group C,associate's degree,standard,none,73,65,64
male,group A,some college,free/reduced,completed,44,49,48
male,group C,associate's degree,free/reduced,none,71,71,68
female,group E,master's degree,standard,completed,100,100,100
female,group D,bachelor's degree,standard,completed,80,82,88
male,group C,master's degree,standard,none,74,76,63
male,group B,bachelor's degree,standard,completed,67,57,61
female,group C,associate's degree,free/reduced,none,57,73,62
female,group C,associate's degree,standard,completed,76,94,93
male,group A,bachelor's degree,standard,none,81,85,80
